FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,EMD_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TITLE_NM,PBLPRFR_KND_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AGE_VALUE,PBLPRFR_TIME_DC,REST_TIME,CST_CN,LAST_UPDT_DE
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,벚꽃동산 - 부산,연극,20150611,20150621,만 12세이상,90분,,"강호석, 홍민수, 정연진, 최민혁",20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,분장실 - 부산,연극,20160722,20160724,12개월이상,90분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,서툰 사람들 - 부산,연극,20160519,20160529,만 12세이상,90분,,김지현,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,서툰사람들 - 부산,연극,20150909,20150926,만 12세이상,90분,,박현승,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,서툰사람들 - 부산,연극,20161123,20161204,만 12세이상,90분,,"서혜주, 정수연",20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,세상에 하나뿐인 부동산 - 부산,연극,20160120,20160124,만 7세이상,100분,,"양효윤, 정애경, 홍세영",20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,"소년, 소녀 - 부산",연극,20190718,20190721,전체관람가,60분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,시르릉삐쭉 할라뿡 - 부산,어린이/가족,20181124,20181124,만 5세이상,60분,,"송은주, 구자휘",20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,씻금 - 부산,어린이/가족,20170215,20170219,전체관람가,100분,,황은미,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,안네의 일기 - 부산,연극,20170726,20170730,전체관람가,60분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,안톤체홉의 결혼소동극 - 부산,연극,20181107,20181118,만 8세이상,75분,,김영학,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,약속 - 부산,연극,20191105,20191110,만 7세이상,90분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,여름을 읽다 - 부산,연극,20180827,20180827,미취학아동 입장불가,90분,10분,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,오셀로 오셀로미오 - 부산,연극,20181218,20181223,만 10세이상,70분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,올드 브라더미싱 - 부산,어린이/가족,20170925,20170930,만 7세이상,100분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,"운수좋은날, 봄봄 - 부산",연극,20190820,20190825,전체관람가,70분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,울고 있는 저 여자 - 부산,연극,20151116,20151122,만 12세이상,90분,,김영학,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,울고있는 저 여자 - 부산,연극,20181004,20181014,만 8세이상,70분,,김영학,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,유야의 꽃놀이,연극,20170904,20170905,만 13세이상,90분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,정의의 사람들 - 부산,연극,20160729,20160731,만 13세이상,80분,,박병욱,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,죽지 못하는 남자 - 부산,연극,20181227,20181230,만 13세이상,100분,,김영학,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,첫사랑이 돌아온다 - 부산,어린이/가족,20160628,20160703,만 12세이상,90분,,황은미,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,체홉 단편전 - 부산,연극,20150901,20150906,만 12세이상,90분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,파출소 난입사건 - 부산,어린이/가족,20160706,20160717,만 12세이상,90분,,이수강,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,파출소 난입사건 - 부산,어린이/가족,20170201,20170212,전체관람가,100분,,"최민혁, 정수연",20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,표류기 - 부산,연극,20190828,20190901,만 12세이상,75분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,프린세스 봉 - 부산,연극,20181128,20181202,만 13세이상,60분,,김영학,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,필경사 바틀비 - 부산,연극,20161103,20161105,만 7세이상,60분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,한여름 밤의 꿈 - 부산,연극,20181213,20181215,미취학아동 입장불가,100분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,헬로우 고스트,연극,20170906,20170907,만 13세이상,90분,,,20221130
한결아트홀,전시/공연,영화/연극/공연,독립극장,부산광역시,연제구,거제동,,18-22,월드컵대로,190,35.18835625,129.0761228,47521,부산광역시 연제구 월드컵대로 190,부산광역시 연제구 거제동 18-22,황혼 - 부산,어린이/가족,20170301,20170305,전체관람가,100분,,,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,개그몬고 - 부산,연극,20160923,20161113,만 13세이상,90분,,김영민,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,거룩한 조작 - 부산,연극,20180713,20180729,만 12세이상,90분,,채민수,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,나 잘했지 - 부산,연극,20181017,20181019,만 7세이상,90분,,,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,더 몬스터 - 부산,연극,20191114,20191116,만 13세이상,90분,,,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,론더풀 투나잇 - 부산,연극,20171201,20171217,만 12세이상,90분,,,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,만복사 - 부산,연극,20150704,20150705,만 12세이상,90분,15분,,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,물 만난 토끼 - 부산,어린이/가족,20150507,20150507,전체관람가,70분,,,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,손 - 부산,연극,20181004,20181006,만 14세이상,90분,,,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,용궁으로 간 토끼 - 부산,어린이/가족,20191028,20191028,전체관람가,50분,,,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,용서받은 시간 - 부산,연극,20170824,20170826,만 14세이상,110분,,정호준,20221130
해운대문화회관 고운홀,전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,용서받은 시간 - 부산,연극,20190920,20191006,만 10세이상,100분,,정호준,20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,공룡 애니멀 쇼 - 부산,어린이/가족,20190803,20190803,전체관람가,55분,,,20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,그 여자 - 부산,연극,20160831,20160831,만 13세이상,90분,,손숙,20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,리어왕 - 부산,연극,20170913,20170915,만 8세이상,135분,,,20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,맥베드 - 부산,연극,20160908,20160910,만 8세이상,100분,,,20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,버스정류장 - 부산,어린이/가족,20170711,20170715,만 7세이상,90분,,,20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,사랑별곡 - 부산,어린이/가족,20181020,20181020,만 7세이상,100분,,"이순재, 손숙",20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,"아빠집, 반송 - 부산",어린이/가족,20181121,20181122,미취학아동 입장불가,100분,,,20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,염쟁이 유씨 - 부산,연극,20161008,20161008,만 13세이상,90분,,"유순웅, 임형택",20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,우암동 189번지 - 부산,연극,20190920,20190922,만 12세이상,90분,,"백정임, 박성준, 윤재근, 김혜진, 김양렬, 고정보, 변정하, 장시현",20221130
해운대문화회관 해운홀(대공연장),전시/공연,영화/연극/공연,독립극장,부산광역시,해운대구,좌동,,1458-1,양운로,97,35.17117133,129.173966,48102,부산광역시 해운대구 양운로 97,부산광역시 해운대구 좌동 1458-1 해운대문화회관,햄릿 - 부산,연극,20150402,20150403,만 7세 이상(미취학아동 입장불가),120분,,,20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,개인교수2 - 부산,연극,20150109,20150118,만 19세이상,70분,,"최은, 최세웅",20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,러브홀릭 - 부산,연극,20150207,20150405,만 12세이상,90분,,오지용,20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,비뇨기과 미쓰리 - 부산,연극,20150109,20150118,만 19세이상,70분,,"이유린, 최세웅",20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,사랑을 마시다 - 부산,연극,20151212,20160112,만 10세이상,80분,5분,,20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,어바웃 타임 - 부산,연극,20160402,20160529,만 12세이상,90분,,"장민수, 최아림, 김일강, 이지혜",20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,연애 하고싶다 - 부산,연극,20160115,20160207,만 10세이상,90분,10분,,20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,옆방웬수 2 - 부산,연극,20160715,20160815,만 8세이상,90분,,오기태,20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,최면 - 부산,연극,20150519,20150830,만 12세이상,70분,10분,,20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,헬로고스트 - 부산,연극,20160909,20161106,전체관람가,80분,,,20221130
행복을주는소극장 (구.SM아트홀 3관),전시/공연,영화/연극/공연,독립극장,부산광역시,남구,대연동,,61-5,용소로,26,35.13502401,129.1006266,48498,부산광역시 남구 용소로 26,부산광역시 남구 대연동 61-5 대성빌딩,헬로고스트 - 부산,연극,20161206,20161231,만 12세이상,80분,,,20221130
3rd space,전시/공연,영화/연극/공연,독립극장,서울특별시,서초구,서초동,,1457-2,효령로,276,37.48438337,127.0144537,06716,서울특별시 서초구 효령로 276,서울특별시 서초구 서초동 1457-2,참 오랜만이야,연극,20160708,20160710,만 7세이상,60분,,"이채, 조두리, 정란희, 황선영",20221130
강남 뮤지컬 순위 아트홀 (구.네오아트홀),전시/공연,영화/연극/공연,독립극장,서울특별시,서초구,서초동,,1305-2,강남대로,439,37.50154346,127.0253666,06612,서울특별시 서초구 강남대로 439,서울특별시 서초구 서초동 1305-2 유화빌딩,작업의 정석,연극,20150102,20150830,만 13세이상,90분,,"김자애, 김기정, 최정필, 한이연",20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,꼬마장승 가출기,어린이/가족,20181116,20181116,24개월이상,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,나무와 아이,어린이/가족,20151106,20151106,만 6세이상,50분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,내 친구 송아지,어린이/가족,20181019,20181019,24개월이상,60분,,강전영,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,넌 특별하단다,어린이/가족,20160617,20160617,초등학생이상 관람가,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,돌아온 박첨지,어린이/가족,20160923,20160923,초등학생이상 관람가,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,뛰뛰빵빵 이상한 나라의 앨리스,어린이/가족,20180316,20180316,초등학생이상 관람가,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,래러미 프로젝트,연극,20190822,20190825,만 15세이상,100분,,박세정,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,모차르트의 마술피리,어린이/가족,20190329,20190329,24개월이상,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,목 짧은 기린 지피,어린이/가족,20151113,20151113,전체관람가,50분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,목 짧은 기린 지피,어린이/가족,20160318,20160318,초등학생이상 관람가,50분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,미운오리새끼,어린이/가족,20171117,20171117,36개월이상,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,벌룬매직쇼,어린이/가족,20160520,20160520,초등학생이상 관람가,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,별별왕,어린이/가족,20170915,20170915,36개월이상,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,보석같은 이야기,어린이/가족,20180420,20180420,초등학생이상 관람가,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,봉장취,어린이/가족,20161118,20161118,초등학생이상 관람가,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,봉장취,어린이/가족,20191031,20191103,48개월이상,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,붓바람,어린이/가족,20151127,20151127,36개월이상,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,세상에서 제일 작은 개구리 왕자,어린이/가족,20160219,20160219,초등학생이상 관람가,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,스놀리의 선물가게,어린이/가족,20150918,20150918,36개월이상,60분,,,20221130
강남씨어터 (역삼1문화센터),전시/공연,영화/연극/공연,독립극장,서울특별시,강남구,역삼동,,829-20,역삼로7길,16,37.49537321,127.0332838,06244,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20 역삼1문화센터,쓰레기꽃,어린이/가족,20180615,20180615,24개월이상,60분,,"이재훤, 조준형, 최정만",20221130
